,phrase,date,city,county,title,page_url
300,"
The water systems tap into aquifers contaminated with nitrates, a constituent of of synthetic fertilizer and manure, and other agricultural contaminants.","February 13, 2014","['Oakland', 'Alta', 'Diablo', 'Tulare', 'Sonoma', 'Salinas', 'Mendota', 'Visalia', 'Davis', 'Kettleman City', 'Los Angeles', 'Seville', 'Fresno', 'Irvine', 'Tracy', 'Tehachapi', 'San Francisco', 'San Joaquin', 'Sacramento']","['Tulare', 'Sonoma', 'Los Angeles', 'Fresno', 'Nevada', 'San Francisco', 'San Joaquin', 'Lake', 'Sacramento', 'Sierra']",California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
301," Of the nitrates seeping into the Central Valley’s groundwater, a full 96 percent comes from the region’s croplands, the report found.","February 13, 2014","['Oakland', 'Alta', 'Diablo', 'Tulare', 'Sonoma', 'Salinas', 'Mendota', 'Visalia', 'Davis', 'Kettleman City', 'Los Angeles', 'Seville', 'Fresno', 'Irvine', 'Tracy', 'Tehachapi', 'San Francisco', 'San Joaquin', 'Sacramento']","['Tulare', 'Sonoma', 'Los Angeles', 'Fresno', 'Nevada', 'San Francisco', 'San Joaquin', 'Lake', 'Sacramento', 'Sierra']",California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
302,"
According to Peter Weyer, associate director of the University of Iowa’s Center for Health Effects of Environmental Contamination, nitrates are often seen as an indicator of “overall” water quality – and high levels can indicate the presence of other microbial or organic contaminants.","February 13, 2014","['Oakland', 'Alta', 'Diablo', 'Tulare', 'Sonoma', 'Salinas', 'Mendota', 'Visalia', 'Davis', 'Kettleman City', 'Los Angeles', 'Seville', 'Fresno', 'Irvine', 'Tracy', 'Tehachapi', 'San Francisco', 'San Joaquin', 'Sacramento']","['Tulare', 'Sonoma', 'Los Angeles', 'Fresno', 'Nevada', 'San Francisco', 'San Joaquin', 'Lake', 'Sacramento', 'Sierra']",California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
303," In adults, long-term exposure to nitrates can lead to the formation of carcinogenic compounds called nitrosamines, believed to contribute to elevate the likelihood of various forms of cancer.","February 13, 2014","['Oakland', 'Alta', 'Diablo', 'Tulare', 'Sonoma', 'Salinas', 'Mendota', 'Visalia', 'Davis', 'Kettleman City', 'Los Angeles', 'Seville', 'Fresno', 'Irvine', 'Tracy', 'Tehachapi', 'San Francisco', 'San Joaquin', 'Sacramento']","['Tulare', 'Sonoma', 'Los Angeles', 'Fresno', 'Nevada', 'San Francisco', 'San Joaquin', 'Lake', 'Sacramento', 'Sierra']",California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
304, But if you boil the water you concentrate the nitrates.,"February 13, 2014","['Oakland', 'Alta', 'Diablo', 'Tulare', 'Sonoma', 'Salinas', 'Mendota', 'Visalia', 'Davis', 'Kettleman City', 'Los Angeles', 'Seville', 'Fresno', 'Irvine', 'Tracy', 'Tehachapi', 'San Francisco', 'San Joaquin', 'Sacramento']","['Tulare', 'Sonoma', 'Los Angeles', 'Fresno', 'Nevada', 'San Francisco', 'San Joaquin', 'Lake', 'Sacramento', 'Sierra']",California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
305,"”
High levels of nitrate in groundwater sources have plagued the Salinas Valley for years.","February 11, 2014","['Monterey', 'Watsonville', 'Tulare', 'Santa Cruz', 'Salinas', 'Davis', 'Santa Clara']","['Monterey', 'Tulare', 'Santa Cruz', 'Santa Clara', 'San Benito', 'Lake']",Legislation Proposes Funding for Comprehensive Drinking Water Plan - Community Water Center,https://www.communitywatercenter.org/legislation_proposes_funding_for_comprehensive_drinking_water_plan
306,6 million people in the Tulare Lake Basin and the Salinas Valley rely on drinking water that may contain levels of nitrates above the state drinking water standards set by the California Department of Public Health.,"February 11, 2014","['Monterey', 'Watsonville', 'Tulare', 'Santa Cruz', 'Salinas', 'Davis', 'Santa Clara']","['Monterey', 'Tulare', 'Santa Cruz', 'Santa Clara', 'San Benito', 'Lake']",Legislation Proposes Funding for Comprehensive Drinking Water Plan - Community Water Center,https://www.communitywatercenter.org/legislation_proposes_funding_for_comprehensive_drinking_water_plan
307,6 million people in the Tulare Lake Basin and the Salinas Valley rely on drinking water that may contain levels of nitrates above the state drinking water standards set by the California Department of Public Health.,"February 11, 2014","['Monterey', 'Watsonville', 'Tulare', 'Santa Cruz', 'Salinas', 'Davis', 'Santa Clara']","['Monterey', 'Tulare', 'Santa Cruz', 'Santa Clara', 'San Benito', 'Lake']",Legislation Proposes Funding for Comprehensive Drinking Water Plan - Community Water Center,https://www.communitywatercenter.org/legislation_proposes_funding_for_comprehensive_drinking_water_plan
308,"
“The PWQA is impressed with the good work of the Community Water Center and we applaud their project in Monson, California, which has helped that small community with a useful tool help manage its nitrate contamination problem.","February 06, 2014",['Monson'],[],"PWQA Donates $2,500 to Community Water Center - Community Water Center",https://www.communitywatercenter.org/pwqa_donates_2_500_to_community_water_center
309,"
According to the Community Water Center, a local advocacy group, Diaz’s central California community has dealt with nitrate levels above the national standard intermittently for nine years.","December 09, 2013","['Seville', 'Davis', 'Visalia', 'Tulare']",['Tulare'],A Central Valley Farming Town Copes with Toxic Tap Water - Community Water Center,https://www.communitywatercenter.org/a_central_valley_farming_town_copes_with_toxic_tap_water
310," A 2012 study by UC-Davis researchers found that one in 10 people in the valley are at risk of drinking water with unsafe nitrate levels, and that about 1.","December 09, 2013","['Seville', 'Davis', 'Visalia', 'Tulare']",['Tulare'],A Central Valley Farming Town Copes with Toxic Tap Water - Community Water Center,https://www.communitywatercenter.org/a_central_valley_farming_town_copes_with_toxic_tap_water
311," According to Lund’s study, 96 percent of the contamination is caused directly from farming — especially from nitrate-rich synthetic fertilizers used throughout the valley.","December 09, 2013","['Seville', 'Davis', 'Visalia', 'Tulare']",['Tulare'],A Central Valley Farming Town Copes with Toxic Tap Water - Community Water Center,https://www.communitywatercenter.org/a_central_valley_farming_town_copes_with_toxic_tap_water
312,"”
His tiny rural school — one of the poorest in the state — spends up to $600 a month on drinking water because nitrate levels there fluctuate between safe and unsafe levels.","December 09, 2013","['Seville', 'Davis', 'Visalia', 'Tulare']",['Tulare'],A Central Valley Farming Town Copes with Toxic Tap Water - Community Water Center,https://www.communitywatercenter.org/a_central_valley_farming_town_copes_with_toxic_tap_water
313," Well monitoring has shown high levels of nitrates and, in some cases, uranium.","November 22, 2013","['Los Angeles', 'Fresno', 'Orange', 'Long Beach', 'San Francisco', 'San Joaquin']","['Los Angeles', 'Fresno', 'Orange', 'San Francisco', 'San Joaquin']",EPA head laments lack of clean water in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/epa_head_laments_lack_of_clean_water_in_san_joaquin_valley
314," Well monitoring has shown high levels of nitrates and, in some cases, uranium.","November 22, 2013","['Los Angeles', 'Fresno', 'Orange', 'Long Beach', 'San Francisco', 'San Joaquin']","['Los Angeles', 'Fresno', 'Orange', 'San Francisco', 'San Joaquin']",EPA head laments lack of clean water in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/epa_head_laments_lack_of_clean_water_in_san_joaquin_valley
315," Some are naturally occurring, such as arsenic or uranium; other contaminants are related to land use including point source and nonpoint source discharges from industrial, commercial, agriculture, and human wastes usually from septic systems.","November 15, 2013","['Fresno', 'San Joaquin', 'Tulare']","['Fresno', 'San Joaquin', 'Kings', 'Tulare']",Press Release: Drinking Water Issues of Local Communities are Focus of 2-Year Outreach - Community Water Center,https://www.communitywatercenter.org/press_release_drinking_water_issues_of_local_communities_are_focus_of_2_year_outreach
316,"
More than 3,500 students in four public schools and five Head Start centers in the small towns of Arvin and Lamont southeast of Bakersfield in Kern County no longer have to worry about unsafe levels of arsenic in their drinking water.","November 14, 2013","['Tulare', 'Lamont', 'Salinas', 'Davis', 'Bakersfield', 'Fresno', 'Arvin']","['Kern', 'Fresno', 'Tulare']","Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
317," “There are public health effects to chronic exposure of arsenic,” said Huang.","November 14, 2013","['Tulare', 'Lamont', 'Salinas', 'Davis', 'Bakersfield', 'Fresno', 'Arvin']","['Kern', 'Fresno', 'Tulare']","Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
318, She said her district and the community spent a lot of time researching the right filters for arsenic.,"November 14, 2013","['Tulare', 'Lamont', 'Salinas', 'Davis', 'Bakersfield', 'Fresno', 'Arvin']","['Kern', 'Fresno', 'Tulare']","Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
319,"”
The filters for this project are certified by the California Department of Public Health to remove arsenic effectively.","November 14, 2013","['Tulare', 'Lamont', 'Salinas', 'Davis', 'Bakersfield', 'Fresno', 'Arvin']","['Kern', 'Fresno', 'Tulare']","Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
320,"
Maintenance Is Key to Success“Preliminary water testing already shows the filters are reducing the arsenic level below the safety limit,” said Huang.","November 14, 2013","['Tulare', 'Lamont', 'Salinas', 'Davis', 'Bakersfield', 'Fresno', 'Arvin']","['Kern', 'Fresno', 'Tulare']","Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
321," “Arsenic is a widespread issue, as well as nitrates.","November 14, 2013","['Tulare', 'Lamont', 'Salinas', 'Davis', 'Bakersfield', 'Fresno', 'Arvin']","['Kern', 'Fresno', 'Tulare']","Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
322," Other contaminants, such as nitrates, are the result of decades of intense industrial agriculture.","November 14, 2013","['Tulare', 'Lamont', 'Salinas', 'Davis', 'Bakersfield', 'Fresno', 'Arvin']","['Kern', 'Fresno', 'Tulare']","Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
323,"
A 2012 study by the University of California-Davis estimated that a quarter million people in the Tulare Basin in the Central Valley (one of the country’s leading dairy producers) and the Salinas Valley were at risk of nitrate contamination in their drinking water.","November 14, 2013","['Tulare', 'Lamont', 'Salinas', 'Davis', 'Bakersfield', 'Fresno', 'Arvin']","['Kern', 'Fresno', 'Tulare']","Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
324," High levels of nitrates have been linked to a potentially fatal condition called blue baby syndrome, caused by a lack of oxygen in the blood.","November 14, 2013","['Tulare', 'Lamont', 'Salinas', 'Davis', 'Bakersfield', 'Fresno', 'Arvin']","['Kern', 'Fresno', 'Tulare']","Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
325," “Arsenic is a widespread issue, as well as nitrates.","November 14, 2013","['Tulare', 'Lamont', 'Salinas', 'Davis', 'Bakersfield', 'Fresno', 'Arvin']","['Kern', 'Fresno', 'Tulare']","Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
326," Other contaminants, such as nitrates, are the result of decades of intense industrial agriculture.","November 14, 2013","['Tulare', 'Lamont', 'Salinas', 'Davis', 'Bakersfield', 'Fresno', 'Arvin']","['Kern', 'Fresno', 'Tulare']","Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
327," High levels of nitrates have been linked to a potentially fatal condition called blue baby syndrome, caused by a lack of oxygen in the blood.","November 14, 2013","['Tulare', 'Lamont', 'Salinas', 'Davis', 'Bakersfield', 'Fresno', 'Arvin']","['Kern', 'Fresno', 'Tulare']","Partnership Brings Clean Drinking Water to Central Valley Schools, Programs - Community Water Center",https://www.communitywatercenter.org/partnership_brings_clean_drinking_water_to_central_valley_schools_programs
328," – Five Head Start Centers, four schools and south Kern County communities of Arvin and Lamont are getting relief from arsenic contaminated water.","November 13, 2013","['Arvin', 'Lamont']",['Kern'],South Kern County schools get safe drinking water - Community Water Center,https://www.communitywatercenter.org/south_kern_county_schools_get_safe_drinking_water
329," In the meantime, residence and now schools are increasingly looking for interim measures they can take to reduce exposure to contaminants, primarily arsenic and nitrate.","November 13, 2013","['Arvin', 'Lamont']",['Kern'],South Kern County schools get safe drinking water - Community Water Center,https://www.communitywatercenter.org/south_kern_county_schools_get_safe_drinking_water
330,"
In south Kern County, where many communities drinking water supplies contain arsenic over legal health standard, residence and local leaders concerned about student exposure have taken action.","November 13, 2013","['Arvin', 'Lamont']",['Kern'],South Kern County schools get safe drinking water - Community Water Center,https://www.communitywatercenter.org/south_kern_county_schools_get_safe_drinking_water
331," In the meantime, residence and now schools are increasingly looking for interim measures they can take to reduce exposure to contaminants, primarily arsenic and nitrate.","November 13, 2013","['Arvin', 'Lamont']",['Kern'],South Kern County schools get safe drinking water - Community Water Center,https://www.communitywatercenter.org/south_kern_county_schools_get_safe_drinking_water
332,"
Community Water Center said many rural valley communities have unsafe drinking water, contaminated by arsenic levels over the legal health standard.","November 07, 2013","['Arvin', 'Bakersfield', 'Visalia', 'Lamont']",['Kern'],"Schools in Arvin, Lamont get water filters - Community Water Center",https://www.communitywatercenter.org/schools_in_arvin_lamont_get_water_filters
333,"
But, an initiative led by community groups in Kern County is helping schools in Arvin and Lamont keep their drinking water safe from arsenic.","November 07, 2013","['Arvin', 'Empire', 'Lamont']",['Kern'],Safer water for schools in Arvin and Lamont - Community Water Center,https://www.communitywatercenter.org/safer_water_for_schools_in_arvin_and_lamont
334," They’ll also be in kitchens, all in an effort to get rid of arsenic.","November 07, 2013","['Arvin', 'Empire', 'Lamont']",['Kern'],Safer water for schools in Arvin and Lamont - Community Water Center,https://www.communitywatercenter.org/safer_water_for_schools_in_arvin_and_lamont
335,"
“For some time now, the community of Arvin has had a water issue with the acceptable levels of arsenic and nitrates in the water,” said Superintendent, Dr.","November 07, 2013","['Arvin', 'Empire', 'Lamont']",['Kern'],Safer water for schools in Arvin and Lamont - Community Water Center,https://www.communitywatercenter.org/safer_water_for_schools_in_arvin_and_lamont
336,"
“For some time now, the community of Arvin has had a water issue with the acceptable levels of arsenic and nitrates in the water,” said Superintendent, Dr.","November 07, 2013","['Arvin', 'Empire', 'Lamont']",['Kern'],Safer water for schools in Arvin and Lamont - Community Water Center,https://www.communitywatercenter.org/safer_water_for_schools_in_arvin_and_lamont
337,"
“For some time now, the community of Arvin has had a water issue with the acceptable levels of arsenic and nitrates in the water,” said Superintendent, Dr.","November 07, 2013","['Arvin', 'Empire', 'Lamont']",['Kern'],Safer water for schools in Arvin and Lamont - Community Water Center,https://www.communitywatercenter.org/safer_water_for_schools_in_arvin_and_lamont
338,"FOR IMMEDIATE RELEASE
Schools with arsenic contamination soon to have safe drinking waterCommunity-driven effort partners with many groups to install water filters in schools
(11/06/2013) KERN COUNTY, CA – Five Head Start Centers and four schools in the south Kern County communities of Arvin and Lamont are getting relief from arsenic contamination in public schools.","November 07, 2013","['Arvin', 'Lamont', 'Gonzales']",['Kern'],Press Release: Schools with arsenic contamination soon to have safe drinking water - Community Water Center,https://www.communitywatercenter.org/press_release_schools_with_arsenic_contamination_soon_to_have_safe_drinking_water
339," In the meantime, residents and now schools are increasingly looking for interim measures they can take to reduce exposure to common contaminants, primarily arsenic and nitrate.","November 07, 2013","['Arvin', 'Lamont', 'Gonzales']",['Kern'],Press Release: Schools with arsenic contamination soon to have safe drinking water - Community Water Center,https://www.communitywatercenter.org/press_release_schools_with_arsenic_contamination_soon_to_have_safe_drinking_water
340,"
In south Kern County, where many community drinking water supplies contain arsenic over the legal health standard, residents and local leaders concerned about student exposure have taken action.","November 07, 2013","['Arvin', 'Lamont', 'Gonzales']",['Kern'],Press Release: Schools with arsenic contamination soon to have safe drinking water - Community Water Center,https://www.communitywatercenter.org/press_release_schools_with_arsenic_contamination_soon_to_have_safe_drinking_water
341,"
The filters are certified by the California Department of Public Health to remove arsenic effectively.","November 07, 2013","['Arvin', 'Lamont', 'Gonzales']",['Kern'],Press Release: Schools with arsenic contamination soon to have safe drinking water - Community Water Center,https://www.communitywatercenter.org/press_release_schools_with_arsenic_contamination_soon_to_have_safe_drinking_water
342," In the meantime, residents and now schools are increasingly looking for interim measures they can take to reduce exposure to common contaminants, primarily arsenic and nitrate.","November 07, 2013","['Arvin', 'Lamont', 'Gonzales']",['Kern'],Press Release: Schools with arsenic contamination soon to have safe drinking water - Community Water Center,https://www.communitywatercenter.org/press_release_schools_with_arsenic_contamination_soon_to_have_safe_drinking_water
343,"
The San Joaquin Valley’s underground water is known for nitrate contamination, which comes from fertilizers, septic systems, sewage treatment and decaying plants.","September 19, 2013","['Davis', 'Fresno', 'San Joaquin', 'Tulare']","['Kings', 'Tulare', 'Kern', 'Fresno', 'San Joaquin']",State OKs new water rules for farmers - Community Water Center,https://www.communitywatercenter.org/state_oks_new_water_rules_for_farmers
344,"
The costs of water are high in these areas due to old infrastructure problems and because the water supply has contaminants such as nitrates and arsenic.","September 16, 2013","['Delano', 'Tulare', 'Bakersfield', 'Fresno', 'San Joaquin']","['Fresno', 'San Joaquin', 'Kings', 'Tulare']",Water unaffordable to some in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/water_unaffordable_to_some_in_san_joaquin_valley
345,"
The costs of water are high in these areas due to old infrastructure problems and because the water supply has contaminants such as nitrates and arsenic.","September 16, 2013","['Delano', 'Tulare', 'Bakersfield', 'Fresno', 'San Joaquin']","['Fresno', 'San Joaquin', 'Kings', 'Tulare']",Water unaffordable to some in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/water_unaffordable_to_some_in_san_joaquin_valley
346,"
And experts warn that contaminants such as nitrates will only increase in future years, forcing more water systems to upgrade or increase treatment to ensure safe drinking water.","September 16, 2013","['Delano', 'Tulare', 'Bakersfield', 'Fresno', 'San Joaquin']","['Fresno', 'San Joaquin', 'Kings', 'Tulare']",Water unaffordable to some in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/water_unaffordable_to_some_in_san_joaquin_valley
347,"
The costs of water are high in these areas due to old infrastructure problems and because the water supply has contaminants such as nitrates and arsenic.","September 16, 2013","['Delano', 'Tulare', 'Bakersfield', 'Fresno', 'San Joaquin']","['Fresno', 'San Joaquin', 'Kings', 'Tulare']",Water unaffordable to some in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/water_unaffordable_to_some_in_san_joaquin_valley
348,"
And experts warn that contaminants such as nitrates will only increase in future years, forcing more water systems to upgrade or increase treatment to ensure safe drinking water.","September 16, 2013","['Delano', 'Tulare', 'Bakersfield', 'Fresno', 'San Joaquin']","['Fresno', 'San Joaquin', 'Kings', 'Tulare']",Water unaffordable to some in San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/water_unaffordable_to_some_in_san_joaquin_valley
349,"
Kayode Kadara, a retiree who lives in Allensworth, lives in a home with a reverse-osmosis filter to combat arsenic problems.","September 15, 2013","['Oakland', 'Tulare', 'Armona', 'Lanare', 'Allensworth', 'Sultana', 'Davis', 'Visalia', 'Orosi', 'Seville', 'Fresno', 'Monson', 'Yettem', 'East Orosi', 'Cutler', 'San Joaquin', 'Sacramento']","['Kings', 'Tulare', 'Fresno', 'San Joaquin', 'Sacramento']",Often-tainted tap water unaffordable to many in rural San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/often_tainted_tap_water_unaffordable_to_many_in_rural_san_joaquin_valley
350,"
In many places around the Valley, water pollution is likely to get worse because decades-old contaminants, called nitrates from farm fertilizers used in the past, are moving slowly into wells.","September 15, 2013","['Oakland', 'Tulare', 'Armona', 'Lanare', 'Allensworth', 'Sultana', 'Davis', 'Visalia', 'Orosi', 'Seville', 'Fresno', 'Monson', 'Yettem', 'East Orosi', 'Cutler', 'San Joaquin', 'Sacramento']","['Kings', 'Tulare', 'Fresno', 'San Joaquin', 'Sacramento']",Often-tainted tap water unaffordable to many in rural San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/often_tainted_tap_water_unaffordable_to_many_in_rural_san_joaquin_valley
351," In northern Tulare County, nitrate contamination appears in Yettem, Sultana, Monson, Seville, Orosi, East Orosi and Cutler.","September 15, 2013","['Oakland', 'Tulare', 'Armona', 'Lanare', 'Allensworth', 'Sultana', 'Davis', 'Visalia', 'Orosi', 'Seville', 'Fresno', 'Monson', 'Yettem', 'East Orosi', 'Cutler', 'San Joaquin', 'Sacramento']","['Kings', 'Tulare', 'Fresno', 'San Joaquin', 'Sacramento']",Often-tainted tap water unaffordable to many in rural San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/often_tainted_tap_water_unaffordable_to_many_in_rural_san_joaquin_valley
352,"
In many places around the Valley, water pollution is likely to get worse because decades-old contaminants, called nitrates from farm fertilizers used in the past, are moving slowly into wells.","September 15, 2013","['Oakland', 'Tulare', 'Armona', 'Lanare', 'Allensworth', 'Sultana', 'Davis', 'Visalia', 'Orosi', 'Seville', 'Fresno', 'Monson', 'Yettem', 'East Orosi', 'Cutler', 'San Joaquin', 'Sacramento']","['Kings', 'Tulare', 'Fresno', 'San Joaquin', 'Sacramento']",Often-tainted tap water unaffordable to many in rural San Joaquin Valley - Community Water Center,https://www.communitywatercenter.org/often_tainted_tap_water_unaffordable_to_many_in_rural_san_joaquin_valley
353,"
Dozens of small water systems throughout the county are plagued with groundwater that exceeds federal standards for nitrates, arsenic or bacteria.","September 03, 2013","['Oakland', 'Tulare', 'Allensworth', 'Visalia', 'Goshen', 'Alpaugh', 'Seville', 'Fresno', 'San Joaquin']","['Kern', 'Fresno', 'San Joaquin', 'Tulare']",Tulare County water districts take first steps toward fixing problems - Community Water Center,https://www.communitywatercenter.org/tulare_county_water_districts_take_first_steps_toward_fixing_problems
354,"
Dozens of small water systems throughout the county are plagued with groundwater that exceeds federal standards for nitrates, arsenic or bacteria.","September 03, 2013","['Oakland', 'Tulare', 'Allensworth', 'Visalia', 'Goshen', 'Alpaugh', 'Seville', 'Fresno', 'San Joaquin']","['Kern', 'Fresno', 'San Joaquin', 'Tulare']",Tulare County water districts take first steps toward fixing problems - Community Water Center,https://www.communitywatercenter.org/tulare_county_water_districts_take_first_steps_toward_fixing_problems
355,"
Dozens of small water systems throughout the county are plagued with groundwater that exceeds federal standards for nitrates, arsenic or bacteria.","September 03, 2013","['Oakland', 'Tulare', 'Allensworth', 'Visalia', 'Goshen', 'Alpaugh', 'Seville', 'Fresno', 'San Joaquin']","['Kern', 'Fresno', 'San Joaquin', 'Tulare']",Tulare County water districts take first steps toward fixing problems - Community Water Center,https://www.communitywatercenter.org/tulare_county_water_districts_take_first_steps_toward_fixing_problems
